,date,USE00020,price_open,price_high,price_low,price_close,PE100042,S5806281,S5806282,S5807322,S5807323,S5806058,S5808597,S0116880,S0068143,S0029751,S0029752,S0164358,S5806052,S0049507,S0049493,S0181392,S0203259,S0203260,M0086399,PE100058,MA000001
0,2017-10-11,6.58,51890.0,52500.0,51710.0,52440.0,3.19815,330.0,350.0,70.0,78.0,-44.0,-78.5,52220.0,52370.0,6685.0,286925.0,215650.0,,,14777.0,52200.0,270.0,340.0,657610.0,,
