,target,date,USE00020,price_open,price_high,price_low,price_close,S5806281,S5806282,S5807322,S5807323,S5806058,S5808597,S0116880,S0068143,S0029751,S0029752,S0164358,S5806052,S0049507,S0049493,S0181392,S0203259,S0203260,M0086399,USE00145_low,USE00145_high,USE00145_mean,PE100058,MA000001,d111,d112,d211,d221,d222,d511,d512,D521,D522,d611,d612,d711,MA5,MA6,MA10,MA15,QA,day,S0049493_2,S0049493_3,S0049493_4,S0029752_2,S0029752_3,S0029752_4
278,0.0,2016-04-11,6.84,35760.0,36150.0,35730.0,35830.0,100.0,120.0,55.0,65.0,15.0,12.25,35900.0,35890.0,4645.0,147350.0,110750.0,333531.0,360925.0,173359.0,35920.0,0.0,100.0,775084.0,10.0,80.0,45.0,1162068.0,1022752.0,10.0,110.0,0.375805904309,0.240159312877,360925.0,8338275.0,28.2941126569,1937710.0,5.3687331163,20.0,100.0,139316.0,36338.0,36468.3333333,36788.0,37244.6666667,2,11,351144.0,532687.0,712909.0,293025.0,438025.0,579100.0
279,-1.0,2016-04-12,6.84,35800.0,36060.0,35600.0,35980.0,50.0,70.0,55.0,65.0,22.0,13.75,35870.0,35810.0,4715.5,146450.0,111050.0,330985.0,360925.0,168373.0,35880.0,0.0,80.0,755314.0,10.0,60.0,35.0,1162068.0,1022752.0,60.0,60.0,0.379139638102,0.233252060677,360925.0,8274625.0,28.2506828269,1888285.0,5.23179330886,20.0,80.0,139316.0,36190.0,36278.3333333,36623.0,37114.0,2,12,341732.0,519517.0,701060.0,293800.0,439475.0,584475.0
280,-1.0,2016-04-13,6.84,36110.0,37360.0,36040.0,36830.0,40.0,60.0,55.0,65.0,18.5,10.25,36750.0,36710.0,4838.0,146475.0,113475.0,330688.0,360925.0,163967.0,36700.0,0.0,60.0,718532.0,0.0,50.0,25.0,1162068.0,1022752.0,40.0,50.0,0.387352790579,0.227148299508,360925.0,8267200.0,28.2205154463,1796330.0,4.97701738588,20.0,60.0,139316.0,36210.0,36296.6666667,36547.0,37010.6666667,2,13,332340.0,505699.0,683484.0,292925.0,440275.0,585950.0
281,-1.0,2016-04-14,6.84,36930.0,37150.0,36780.0,36850.0,40.0,60.0,55.0,65.0,17.0,8.25,36940.0,36690.0,4830.5,146500.0,112450.0,329654.0,360925.0,160832.0,36960.0,0.0,60.0,726414.0,0.0,50.0,25.0,1162068.0,1022752.0,250.0,50.0,0.383788395904,0.222805291958,360925.0,8241350.0,28.1274744027,1816035.0,5.03161321604,20.0,60.0,139316.0,36250.0,36316.6666667,36533.0,36923.3333333,2,14,324799.0,493172.0,666531.0,292975.0,439425.0,586775.0
282,0.0,2016-04-15,6.84,37030.0,37130.0,36740.0,36780.0,70.0,90.0,55.0,65.0,20.75,14.25,36970.0,36780.0,4813.5,147975.0,115125.0,328017.0,331942.0,160068.0,36990.0,50.0,100.0,729170.0,20.0,100.0,60.0,1162068.0,1022752.0,190.0,80.0,0.389001520527,0.241108386405,331942.0,8200425.0,27.7088190573,1822925.0,5.49169734472,20.0,50.0,139316.0,36454.0,36338.3333333,36525.0,36832.0,2,15,320900.0,484867.0,653240.0,294475.0,440950.0,587400.0
283,-1.0,2016-04-18,6.84,36690.0,37080.0,36560.0,36610.0,-70.0,-50.0,55.0,65.0,23.0,12.75,36760.0,36770.0,4798.0,147275.0,120400.0,328317.0,331942.0,158638.0,36820.0,-130.0,-50.0,711286.0,-120.0,-60.0,-90.0,1162068.0,1022752.0,10.0,-60.0,0.408759124088,0.238954395647,331942.0,8207925.0,27.8659820065,1778215.0,5.35700513945,20.0,80.0,139316.0,36610.0,36480.0,36474.0,36728.6666667,2,18,318706.0,479538.0,643505.0,295250.0,441750.0,588225.0
284,-1.0,2016-04-19,6.84,36770.0,37170.0,36730.0,36940.0,-90.0,-70.0,55.0,65.0,18.75,12.5,36850.0,36860.0,4812.0,144700.0,122525.0,325960.0,331942.0,156955.0,36910.0,-120.0,-70.0,718430.0,-140.0,-80.0,-110.0,1162068.0,1022752.0,10.0,-80.0,0.423375950242,0.236419314218,331942.0,8149000.0,28.1582584658,1796075.0,5.41080971977,20.0,50.0,139316.0,36802.0,36665.0,36496.0,36682.6666667,2,19,315593.0,475661.0,636493.0,291975.0,439950.0,586450.0
285,-1.0,2016-04-20,6.5,37010.0,37740.0,36950.0,37360.0,-130.0,-110.0,55.0,65.0,13.5,11.5,37380.0,37320.0,4938.5,146200.0,125825.0,325139.0,331942.0,154697.0,37400.0,-200.0,-100.0,699272.0,-150.0,-100.0,-125.0,1162068.0,1022752.0,60.0,-120.0,0.430318057456,0.233018117623,331942.0,8128475.0,27.7991621067,1748180.0,5.26652246477,20.0,100.0,139316.0,36908.0,36895.0,36559.0,36667.3333333,2,20,311652.0,470290.0,630358.0,290900.0,438175.0,586150.0
286,-1.0,2016-04-21,6.5,37520.0,38220.0,37350.0,38100.0,-140.0,-120.0,55.0,65.0,17.25,11.25,37810.0,37680.0,5025.5,146275.0,123850.0,326057.0,331942.0,152367.0,37750.0,-200.0,-100.0,705640.0,-160.0,-120.0,-140.0,1162068.0,1022752.0,130.0,-130.0,0.423346436507,0.229508468347,331942.0,8151425.0,27.8633566912,1764100.0,5.31448265058,20.0,100.0,139316.0,37158.0,37106.6666667,36704.0,36741.3333333,2,21,307064.0,464019.0,622657.0,292475.0,437175.0,584450.0
287,-1.0,2016-04-22,6.52,38400.0,38570.0,37460.0,37970.0,-120.0,-100.0,55.0,65.0,12.25,13.5,37960.0,37820.0,5015.5,147800.0,122875.0,329817.0,331689.0,150895.0,37950.0,-200.0,-100.0,660010.0,-170.0,-120.0,-145.0,1162068.0,1022752.0,140.0,-110.0,0.415679972936,0.227464582787,331689.0,8245425.0,27.8938599459,1650025.0,4.97461477468,20.0,100.0,139316.0,37396.0,37293.3333333,36925.0,36815.3333333,2,22,303262.0,457959.0,614914.0,294075.0,440275.0,584975.0
288,0.0,2016-04-25,6.52,38110.0,39010.0,37880.0,38120.0,-140.0,-120.0,55.0,65.0,8.25,3.75,38380.0,38130.0,5000.5,152400.0,124750.0,328045.0,331689.0,150522.0,38320.0,-200.0,-100.0,652958.0,-190.0,-120.0,-155.0,1162068.0,1022752.0,250.0,-130.0,0.409284776903,0.226902309091,331689.0,8201125.0,26.906578084,1632395.0,4.92146257488,20.0,100.0,139316.0,37698.0,37516.6666667,37154.0,36882.0,2,25,301417.0,453784.0,608481.0,300200.0,446475.0,592675.0
289,0.0,2016-04-26,6.55,38200.0,38230.0,37530.0,37710.0,-130.0,-110.0,55.0,65.0,11.5,6.5,37850.0,37690.0,4935.5,152475.0,124000.0,329281.0,331689.0,150048.0,37850.0,-200.0,-100.0,636864.0,-200.0,-130.0,-165.0,1162068.0,1022752.0,160.0,-120.0,0.406624036727,0.22618778434,331689.0,8232025.0,26.9946712576,1592160.0,4.80015918526,20.0,100.0,139316.0,37852.0,37700.0,37327.0,36948.0,2,26,300570.0,451465.0,603832.0,304875.0,452675.0,598950.0
290,0.0,2016-04-27,6.53,37710.0,37950.0,37510.0,37630.0,-130.0,-110.0,55.0,65.0,10.5,3.5,37720.0,37590.0,4932.0,152200.0,121775.0,329352.0,331689.0,150322.0,37720.0,-200.0,-100.0,651754.0,-180.0,-100.0,-140.0,1162068.0,1022752.0,130.0,-120.0,0.400049277267,0.226600821854,331689.0,8233800.0,27.0492772668,1629385.0,4.91238780906,20.0,100.0,139316.0,37906.0,37815.0,37407.0,37008.0,2,27,300370.0,450892.0,601787.0,304675.0,457075.0,604875.0
291,-1.0,2016-04-28,6.53,37600.0,37720.0,37010.0,37280.0,-100.0,-80.0,55.0,65.0,14.25,6.5,37300.0,37160.0,4912.5,150725.0,118725.0,327669.0,331689.0,150449.0,37280.0,-180.0,-80.0,687708.0,-150.0,-100.0,-125.0,1162068.0,1022752.0,140.0,-90.0,0.393846409023,0.226792266249,331689.0,8191725.0,27.1744070327,1719270.0,5.18337961162,20.0,100.0,139316.0,37742.0,37801.6666667,37450.0,37050.0,2,28,300771.0,450819.0,601341.0,302925.0,455400.0,607800.0
292,-1.0,2016-04-29,6.53,37290.0,37800.0,37180.0,37660.0,-90.0,-70.0,55.0,65.0,14.0,11.0,37560.0,37430.0,5045.0,149500.0,115225.0,327871.0,311894.0,149998.0,37520.0,-150.0,-70.0,682332.0,-140.0,-100.0,-120.0,1162068.0,1022752.0,130.0,-80.0,0.385367892977,0.240463106055,311894.0,8196775.0,27.4139632107,1705830.0,5.46926199286,20.0,80.0,139316.0,37680.0,37728.3333333,37538.0,37176.6666667,2,29,300447.0,450769.0,600817.0,300225.0,452425.0,604900.0
293,0.0,2016-05-03,6.51,37780.0,37970.0,37420.0,37910.0,-100.0,-80.0,55.0,65.0,8.25,4.0,37690.0,37470.0,4960.0,154675.0,118325.0,325400.0,311894.0,151634.0,37680.0,-100.0,-60.0,691858.0,-140.0,-80.0,-110.0,1035377.0,1063494.0,220.0,-90.0,0.382495555196,0.243085791968,311894.0,8135000.0,26.2970745111,1729645.0,5.54561806255,20.0,40.0,-28117.0,37638.0,37718.3333333,37668.0,37315.3333333,3,3,301632.0,452081.0,602403.0,304175.0,454900.0,607100.0
294,0.0,2016-05-04,6.51,37680.0,37780.0,37140.0,37230.0,-40.0,-20.0,55.0,65.0,12.5,4.5,37390.0,37140.0,4892.0,156500.0,120925.0,330534.0,311894.0,152311.0,37350.0,-80.0,20.0,716772.0,-100.0,-20.0,-60.0,1035377.0,1063494.0,250.0,-30.0,0.386341853035,0.244171096591,311894.0,8263350.0,26.4004792332,1791930.0,5.74531731935,20.0,100.0,-28117.0,37542.0,37570.0,37697.0,37398.6666667,3,4,303945.0,453943.0,604392.0,311175.0,460675.0,611400.0
295,0.0,2016-05-05,6.54,37220.0,37340.0,36820.0,36840.0,40.0,60.0,55.0,65.0,17.25,10.25,37070.0,36880.0,4826.0,156725.0,114125.0,330752.0,311894.0,153734.0,37060.0,-40.0,40.0,732674.0,-10.0,20.0,5.0,1035377.0,1063494.0,190.0,50.0,0.364093156803,0.24645232034,311894.0,8268800.0,26.3799649067,1831685.0,5.87278049594,20.0,80.0,-28117.0,37384.0,37425.0,37645.0,37399.3333333,3,5,306045.0,457679.0,607677.0,313225.0,467900.0,617400.0
296,0.0,2016-05-06,6.54,36810.0,36920.0,36330.0,36620.0,10.0,30.0,55.0,65.0,15.5,9.0,36610.0,36470.0,4810.0,159025.0,116500.0,329459.0,313168.0,154422.0,36580.0,-70.0,10.0,717036.0,-40.0,0.0,-20.0,1035377.0,1063494.0,140.0,20.0,0.366294607766,0.246548178613,313168.0,8236475.0,25.8967929571,1792590.0,5.72405226588,20.0,80.0,-28117.0,37252.0,37256.6666667,37497.0,37384.0,3,6,308156.0,460467.0,612101.0,315750.0,472250.0,626925.0
297,0.0,2016-05-09,6.54,36540.0,36970.0,35780.0,35840.0,40.0,60.0,55.0,65.0,12.5,5.5,36270.0,36030.0,4739.5,159600.0,117325.0,335608.0,313168.0,153178.0,36270.0,-40.0,40.0,767272.0,-30.0,10.0,-10.0,1035377.0,1063494.0,240.0,50.0,0.36755952381,0.244562024217,313168.0,8390200.0,26.2850877193,1918180.0,6.12508302253,20.0,80.0,-28117.0,36888.0,37016.6666667,37284.0,37321.3333333,3,9,307600.0,461334.0,613645.0,318625.0,475350.0,631850.0
298,-1.0,2016-05-10,6.53,35780.0,36080.0,35670.0,35950.0,60.0,80.0,55.0,65.0,11.25,5.25,35900.0,35790.0,4710.0,160900.0,118000.0,332269.0,313168.0,151350.0,35870.0,-20.0,40.0,747574.0,0.0,30.0,15.0,1035377.0,1063494.0,110.0,70.0,0.366687383468,0.241643462934,313168.0,8306725.0,25.8133157241,1868935.0,5.96783515557,20.0,60.0,-28117.0,36496.0,36731.6666667,37067.0,37277.3333333,3,10,304528.0,458950.0,612684.0,320500.0,479525.0,636250.0
299,-1.0,2016-05-11,6.56,35880.0,36080.0,35690.0,35960.0,60.0,80.0,55.0,65.0,9.75,5.5,35950.0,35780.0,4748.0,161625.0,119150.0,338662.0,313168.0,149494.0,35920.0,-10.0,50.0,766450.0,10.0,40.0,25.0,1035377.0,1063494.0,170.0,70.0,0.368600154679,0.23868019721,313168.0,8466550.0,26.1919566899,1916125.0,6.1185210494,20.0,60.0,-28117.0,36242.0,36406.6666667,36892.0,37212.0,3,11,300844.0,454022.0,608444.0,322525.0,482125.0,641150.0
300,0.0,2016-05-12,6.56,36080.0,36520.0,35820.0,36240.0,90.0,110.0,55.0,65.0,14.25,5.0,36210.0,35960.0,4744.0,160000.0,119775.0,342779.0,313168.0,142967.0,36150.0,20.0,80.0,752800.0,20.0,70.0,45.0,1035377.0,1063494.0,250.0,100.0,0.374296875,0.228259272978,313168.0,8569475.0,26.779609375,1882000.0,6.00955397742,20.0,60.0,-28117.0,36122.0,36241.6666667,36753.0,37137.3333333,3,12,292461.0,443811.0,596989.0,321625.0,482525.0,642125.0
301,0.0,2016-05-13,6.54,36240.0,36380.0,35030.0,35480.0,100.0,120.0,55.0,65.0,8.5,2.75,35590.0,35310.0,4660.0,156675.0,120150.0,340428.0,286210.0,138643.0,35560.0,60.0,120.0,783302.0,50.0,80.0,65.0,1035377.0,1063494.0,280.0,110.0,0.383437051221,0.242205024283,286210.0,8510700.0,27.1603638104,1958255.0,6.84202159254,20.0,60.0,-28117.0,35894.0,36015.0,36573.0,36962.6666667,3,13,281610.0,431104.0,582454.0,316675.0,478300.0,639200.0
302,-1.0,2016-05-16,6.56,35390.0,35770.0,35120.0,35610.0,-30.0,-10.0,55.0,65.0,4.5,-1.25,35500.0,35270.0,4640.5,159025.0,124700.0,335834.0,286210.0,135835.0,35440.0,100.0,200.0,781236.0,50.0,100.0,75.0,1035377.0,1063494.0,230.0,-20.0,0.392076717497,0.237299535306,286210.0,8395850.0,26.397893413,1953090.0,6.82397540268,20.0,100.0,-28117.0,35848.0,35846.6666667,36368.0,36805.3333333,3,16,274478.0,417445.0,566939.0,315700.0,475700.0,637325.0
303,0.0,2016-05-17,6.57,35500.0,35960.0,35500.0,35900.0,-50.0,-30.0,55.0,65.0,2.0,-3.0,35860.0,35710.0,4634.0,156750.0,124750.0,334955.0,286210.0,139892.0,35770.0,-90.0,-30.0,748088.0,-80.0,-40.0,-60.0,1035377.0,1063494.0,150.0,-40.0,0.397926634769,0.244386988575,286210.0,8373875.0,26.7109250399,1870220.0,6.53443275916,20.0,60.0,-28117.0,35838.0,35856.6666667,36167.0,36657.3333333,3,17,275727.0,414370.0,557337.0,315775.0,472450.0,632450.0
304,0.0,2016-05-18,6.57,35700.0,35940.0,35290.0,35380.0,40.0,60.0,55.0,65.0,10.75,-0.75,35650.0,35540.0,4600.5,156850.0,124675.0,336292.0,286210.0,136691.0,35590.0,-20.0,50.0,763538.0,-30.0,30.0,0.0,1035377.0,1063494.0,110.0,50.0,0.397433854001,0.238794940778,286210.0,8407300.0,26.8004462863,1908845.0,6.66938611509,20.0,70.0,-28117.0,35722.0,35761.6666667,35982.0,36502.0,3,18,276583.0,412418.0,551061.0,313600.0,472625.0,629300.0
305,0.0,2016-05-19,6.57,35210.0,35640.0,35110.0,35200.0,110.0,130.0,55.0,65.0,13.75,-0.25,35360.0,35320.0,4596.0,158600.0,127025.0,336095.0,286210.0,129547.0,35360.0,40.0,100.0,759452.0,40.0,80.0,60.0,1035377.0,1063494.0,40.0,120.0,0.400457124842,0.226314594179,286210.0,8402375.0,26.489202396,1898630.0,6.63369553824,20.0,60.0,-28117.0,35514.0,35635.0,35818.0,36340.0,3,19,266238.0,406130.0,541965.0,315450.0,472200.0,631225.0
306,0.0,2016-05-20,6.59,35160.0,35440.0,34820.0,35320.0,100.0,120.0,55.0,65.0,10.5,0.25,35230.0,35240.0,4630.5,155725.0,123300.0,335767.0,257334.0,122893.0,35200.0,20.0,80.0,773328.0,30.0,80.0,55.0,1035377.0,1063494.0,10.0,110.0,0.395890191042,0.238781117147,257334.0,8394175.0,26.951918446,1933320.0,7.51288209098,20.0,60.0,-28117.0,35482.0,35481.6666667,35688.0,36209.3333333,3,20,252440.0,389131.0,529023.0,314325.0,471175.0,627925.0
307,-1.0,2016-05-23,6.58,35480.0,35570.0,34880.0,35170.0,90.0,110.0,55.0,65.0,15.5,-3.25,35150.0,35110.0,4572.0,155000.0,124100.0,331352.0,257334.0,117216.0,35150.0,40.0,90.0,779726.0,40.0,80.0,60.0,1035377.0,1063494.0,40.0,100.0,0.400322580645,0.227750705309,257334.0,8283800.0,26.7219354839,1949315.0,7.5750386657,20.0,50.0,-28117.0,35394.0,35430.0,35621.0,36043.3333333,3,23,240109.0,369656.0,506347.0,310725.0,469325.0,626175.0
308,-1.0,2016-05-24,6.59,35200.0,35370.0,35030.0,35190.0,90.0,110.0,55.0,65.0,21.0,0.25,35210.0,35190.0,4637.0,157250.0,114900.0,329462.0,257334.0,111194.0,35210.0,40.0,100.0,769922.0,50.0,90.0,70.0,1035377.0,1063494.0,20.0,100.0,0.365341812401,0.21604995842,257334.0,8236550.0,26.1893481717,1924805.0,7.47979279846,20.0,60.0,-28117.0,35252.0,35360.0,35545.0,35862.0,3,24,228410.0,351303.0,480850.0,312250.0,467975.0,626575.0
309,-1.0,2016-05-25,6.59,35460.0,35700.0,35280.0,35490.0,100.0,120.0,55.0,60.0,17.75,-0.25,35500.0,35500.0,4636.0,155250.0,110000.0,330969.0,257334.0,106192.0,35500.0,40.0,100.0,754846.0,50.0,90.0,70.0,1035377.0,1063494.0,0.0,110.0,0.354267310789,0.206331071681,257334.0,8274225.0,26.6480676329,1887115.0,7.33332944733,20.0,60.0,-28117.0,35274.0,35291.6666667,35498.0,35746.0,3,25,217386.0,334602.0,457495.0,312500.0,467500.0,623225.0
310,-1.0,2016-05-26,6.6,35750.0,36080.0,35640.0,36060.0,90.0,110.0,55.0,60.0,21.0,-1.5,35840.0,35830.0,4705.5,155975.0,108375.0,331967.0,257334.0,102643.0,35840.0,60.0,100.0,757078.0,40.0,80.0,60.0,1035377.0,1063494.0,10.0,100.0,0.347411444142,0.199435364157,257334.0,8299175.0,26.6041833627,1892695.0,7.35501332898,20.0,40.0,-28117.0,35446.0,35405.0,35480.0,35694.0,3,26,208835.0,320029.0,437245.0,311225.0,468475.0,623475.0
311,0.0,2016-05-27,6.6,36090.0,36210.0,35610.0,35840.0,100.0,120.0,55.0,60.0,25.5,0.0,35870.0,35810.0,4725.5,153750.0,103650.0,331647.0,221212.0,101142.0,35860.0,60.0,100.0,759628.0,50.0,80.0,65.0,1035377.0,1063494.0,60.0,110.0,0.337073170732,0.228608755402,221212.0,8291175.0,26.9631707317,1899070.0,8.58484169032,20.0,40.0,-28117.0,35550.0,35511.6666667,35516.0,35642.0,3,27,203785.0,309977.0,421171.0,309725.0,464975.0,622225.0
312,0.0,2016-05-31,6.62,35780.0,35990.0,35640.0,35750.0,80.0,100.0,55.0,60.0,25.75,0.5,35820.0,35770.0,4700.0,151725.0,103600.0,326649.0,221212.0,97017.0,35800.0,40.0,90.0,769082.0,30.0,60.0,45.0,999755.0,923516.0,50.0,90.0,0.341407151096,0.219285120156,221212.0,8166225.0,26.9112703905,1922705.0,8.69168489955,20.0,50.0,76239.0,35666.0,35583.3333333,35530.0,35636.0,3,31,198159.0,300802.0,406994.0,305475.0,461450.0,616700.0
313,0.0,2016-06-01,6.62,35810.0,35890.0,35120.0,35190.0,110.0,130.0,55.0,60.0,15.0,-2.0,35480.0,35370.0,4601.0,154350.0,105375.0,328819.0,221212.0,96043.0,35480.0,50.0,100.0,810016.0,50.0,100.0,75.0,999755.0,923516.0,110.0,120.0,0.341350826045,0.217083612101,221212.0,8220475.0,26.6293326855,2025040.0,9.15429542701,20.0,50.0,76239.0,35666.0,35586.6666667,35459.0,35585.3333333,1,1,193060.0,294202.0,396845.0,306075.0,459825.0,615800.0
314,-1.0,2016-06-02,6.63,35180.0,35460.0,35070.0,35280.0,120.0,140.0,45.0,55.0,9.0,-1.75,35300.0,35320.0,4600.0,153525.0,103050.0,331367.0,221212.0,94669.0,35280.0,70.0,130.0,808342.0,80.0,120.0,100.0,999755.0,923516.0,20.0,130.0,0.33561309233,0.213977993961,221212.0,8284175.0,26.9798892688,2020855.0,9.13537692349,20.0,60.0,76239.0,35624.0,35601.6666667,35449.0,35540.0,1,2,190712.0,287729.0,388871.0,307875.0,459600.0,613350.0
315,-1.0,2016-06-03,6.62,35250.0,35760.0,35170.0,35720.0,150.0,170.0,45.0,55.0,8.5,-1.0,35400.0,35510.0,4688.0,153675.0,103200.0,333145.0,210995.0,86221.0,35420.0,100.0,160.0,791012.0,90.0,140.0,115.0,999755.0,923516.0,110.0,160.0,0.335773548072,0.204320007583,210995.0,8328625.0,27.098177973,1977530.0,9.37240218963,20.0,60.0,76239.0,35556.0,35640.0,35501.0,35505.3333333,1,3,180890.0,276933.0,373950.0,307200.0,461550.0,613275.0
316,0.0,2016-06-06,6.62,36110.0,36300.0,35800.0,36260.0,130.0,150.0,45.0,55.0,0.5,-14.5,36070.0,36160.0,4706.0,174400.0,124450.0,333750.0,210995.0,83797.0,36080.0,100.0,140.0,767294.0,90.0,120.0,105.0,999755.0,923516.0,90.0,140.0,0.356794724771,0.198575795635,210995.0,8343750.0,23.9213016055,1918235.0,9.0913765729,20.0,40.0,76239.0,35640.0,35673.3333333,35595.0,35557.3333333,1,6,170018.0,264687.0,360730.0,328075.0,481600.0,635950.0
317,0.0,2016-06-07,6.6,36150.0,36300.0,35800.0,35840.0,160.0,180.0,35.0,55.0,-4.0,-24.25,36020.0,35990.0,4589.0,196225.0,146300.0,328011.0,210995.0,80976.0,36040.0,100.0,150.0,755432.0,110.0,140.0,125.0,999755.0,923516.0,30.0,170.0,0.372786342209,0.1918908031,210995.0,8200275.0,20.8950821761,1888580.0,8.95082821868,20.0,50.0,76239.0,35658.0,35673.3333333,35662.0,35572.6666667,1,7,164773.0,250994.0,345663.0,370625.0,524300.0,677825.0
318,-1.0,2016-06-08,6.61,35340.0,35390.0,35100.0,35230.0,160.0,180.0,45.0,55.0,-10.75,-27.25,35280.0,35470.0,4590.5,207300.0,159200.0,323576.0,182338.0,74984.0,35270.0,120.0,160.0,781966.0,100.0,160.0,130.0,999755.0,923516.0,190.0,170.0,0.383984563435,0.205618137744,182338.0,8089400.0,19.5113362277,1954915.0,10.7213800744,20.0,40.0,76239.0,35666.0,35586.6666667,35666.0,35528.0,1,8,155960.0,239757.0,325978.0,403525.0,577925.0,731600.0
319,-1.0,2016-06-13,6.61,34880.0,35540.0,34850.0,35250.0,160.0,180.0,45.0,55.0,-16.5,-38.75,35260.0,35460.0,4515.0,207625.0,168650.0,320456.0,182338.0,72661.0,35280.0,110.0,150.0,732910.0,90.0,140.0,115.0,999755.0,923516.0,200.0,170.0,0.406140878989,0.199248099683,182338.0,8011400.0,19.2929560506,1832275.0,10.0487830293,20.0,40.0,76239.0,35660.0,35596.6666667,35642.0,35519.3333333,1,13,147645.0,228621.0,312418.0,414925.0,611150.0,785550.0
320,0.0,2016-06-14,6.63,35200.0,35540.0,35080.0,35110.0,110.0,130.0,45.0,55.0,-14.75,-38.75,35310.0,35460.0,4510.5,203275.0,168650.0,315641.0,182338.0,72530.0,35320.0,80.0,120.0,729912.0,50.0,110.0,80.0,999755.0,923516.0,150.0,120.0,0.41483212397,0.198888876702,182338.0,7891025.0,19.4097282007,1824780.0,10.0076780485,20.0,40.0,76239.0,35538.0,35568.3333333,35547.0,35513.3333333,1,14,145191.0,220175.0,301151.0,410900.0,618200.0,814425.0
321,-1.0,2016-06-15,6.63,35100.0,35370.0,34980.0,35320.0,30.0,50.0,45.0,55.0,-12.25,-31.0,35150.0,35370.0,4632.0,202150.0,165450.0,317831.0,182338.0,77824.0,35170.0,0.0,70.0,715704.0,0.0,70.0,35.0,999755.0,923516.0,220.0,40.0,0.409225822409,0.21340587261,182338.0,7945775.0,19.6531659659,1789260.0,9.8128749904,20.0,70.0,76239.0,35350.0,35501.6666667,35495.0,35513.3333333,1,15,150354.0,223015.0,297999.0,405425.0,613050.0,820350.0
322,0.0,2016-06-16,6.64,35890.0,36000.0,35330.0,35410.0,110.0,130.0,45.0,55.0,-6.5,-22.75,35630.0,35710.0,4524.5,199025.0,161200.0,320293.0,182338.0,76026.0,35690.0,70.0,150.0,669616.0,80.0,120.0,100.0,999755.0,923516.0,80.0,120.0,0.404974249466,0.208475468635,182338.0,8007325.0,20.1163798518,1674040.0,9.18097160219,20.0,80.0,76239.0,35264.0,35360.0,35461.0,35529.3333333,1,16,153850.0,226380.0,299041.0,401175.0,604450.0,812075.0
323,-1.0,2016-06-17,6.62,35210.0,35600.0,35160.0,35560.0,120.0,140.0,45.0,55.0,-10.5,-20.0,35310.0,35420.0,4521.5,195925.0,155975.0,320235.0,166105.0,71726.0,35330.0,70.0,130.0,657280.0,80.0,120.0,100.0,999755.0,923516.0,110.0,130.0,0.398047722343,0.215905601878,166105.0,8005875.0,20.4309684828,1643200.0,9.89253785256,20.0,60.0,76239.0,35330.0,35313.3333333,35498.0,35554.0,1,17,147752.0,225576.0,298106.0,394950.0,597100.0,800375.0
324,-1.0,2016-06-20,6.62,35410.0,35630.0,35320.0,35460.0,140.0,160.0,45.0,55.0,-10.75,-20.5,35450.0,35530.0,4585.0,194025.0,151475.0,319967.0,166105.0,69705.0,35470.0,80.0,130.0,652328.0,80.0,120.0,100.0,999755.0,923516.0,80.0,150.0,0.390349181806,0.209822100479,166105.0,7999175.0,20.6137739982,1630820.0,9.81800668252,20.0,50.0,76239.0,35372.0,35351.6666667,35516.0,35552.0,1,20,141431.0,217457.0,295281.0,389950.0,588975.0,791125.0
325,-1.0,2016-06-21,6.62,35610.0,35880.0,35480.0,35570.0,120.0,140.0,45.0,55.0,-11.25,-26.0,35640.0,35690.0,4587.0,192175.0,149350.0,316502.0,166105.0,66898.0,35680.0,80.0,130.0,642572.0,70.0,120.0,95.0,999755.0,923516.0,50.0,130.0,0.388578118902,0.201372625749,166105.0,7912550.0,20.5868349161,1606430.0,9.67117184913,20.0,50.0,76239.0,35464.0,35405.0,35501.0,35519.3333333,1,21,136603.0,208329.0,284355.0,386200.0,582125.0,781150.0
326,-1.0,2016-06-22,6.62,35650.0,36270.0,35530.0,36260.0,120.0,140.0,45.0,55.0,-8.5,-23.75,35860.0,35900.0,4687.5,190700.0,144450.0,317703.0,166105.0,64323.0,35890.0,70.0,130.0,650178.0,80.0,120.0,100.0,999755.0,923516.0,40.0,130.0,0.378736234924,0.19362150447,166105.0,7942575.0,20.8247902465,1625445.0,9.78564763252,20.0,60.0,76239.0,35652.0,35596.6666667,35501.0,35547.3333333,1,22,131221.0,200926.0,272652.0,382875.0,576900.0,772825.0
327,-1.0,2016-06-23,6.63,36280.0,36390.0,36060.0,36270.0,120.0,140.0,50.0,60.0,-3.5,-16.5,36150.0,36170.0,4747.0,194375.0,139750.0,316893.0,166105.0,62881.0,36200.0,70.0,130.0,648758.0,80.0,120.0,100.0,999755.0,923516.0,20.0,130.0,0.359485530547,0.189280876554,166105.0,7922325.0,20.3789710611,1621895.0,9.7642756088,20.0,60.0,76239.0,35824.0,35755.0,35544.0,35582.0,1,23,127204.0,194102.0,263807.0,385075.0,577250.0,771275.0
328,-1.0,2016-06-24,6.62,36550.0,36760.0,35850.0,35970.0,110.0,150.0,50.0,60.0,-8.0,-20.5,36190.0,36200.0,4663.0,192375.0,139500.0,318946.0,155235.0,62653.0,36280.0,70.0,130.0,629176.0,80.0,120.0,100.0,999755.0,923516.0,10.0,130.0,0.362573099415,0.201800496022,155235.0,7973650.0,20.7242365172,1572940.0,10.1326376139,40.0,60.0,76239.0,35906.0,35848.3333333,35618.0,35634.0,1,24,125534.0,189857.0,256755.0,386750.0,577450.0,769625.0
