,S5806281,S5806282,S5807322,S5807323,S5806058,S5808597,S0116880,S0068143,S0029752,S0164358,S5806052,S0049507,S0049493,S0181392,S0203259,S0203260,M0086399,USE00020,PE100058,price_open,price_close,MA5,MA10,MA15,d111,d112,d211,d221,d222,d511,d512,QA,PE100042
573,-40.0,-20.0,75.0,85.0,23.0,31.0,43360.0,43440.0,332125.0,250675.0,372450.0,243592.0,89282.0,43380.0,-90.0,0.0,831650.0,6.85,943110.0,43430.0,43260.0,43628.0,43300.0,43017.3333333,80.0,-30.0,0.377380504328,0.183261355053,243592.0,9311250.0,14.0176891231,2,1.27756
574,70.0,90.0,75.0,85.0,23.25,30.5,43340.0,43450.0,333550.0,254175.0,373673.0,243592.0,88605.0,43350.0,20.0,60.0,814526.0,6.85,943110.0,43120.0,43520.0,43546.0,43480.0,43081.3333333,110.0,80.0,0.381014840354,0.181871736346,243592.0,9341825.0,14.0036351372,2,1.27756
575,50.0,70.0,75.0,85.0,19.5,28.75,43400.0,43550.0,333425.0,255175.0,376951.0,246656.0,87078.0,43450.0,0.0,50.0,809140.0,6.85,943110.0,43300.0,43480.0,43488.0,43624.0,43124.0,150.0,60.0,0.382657269251,0.176517092631,246656.0,9423775.0,14.1317762615,2,1.27756
576,70.0,90.0,65.0,75.0,17.75,25.75,43490.0,43570.0,331000.0,256325.0,375584.0,246656.0,86203.0,43580.0,20.0,70.0,805438.0,6.85,943110.0,43550.0,43460.0,43414.0,43613.0,43167.3333333,80.0,80.0,0.387197885196,0.174743367281,246656.0,9389600.0,14.1836858006,2,1.27756
577,80.0,100.0,60.0,70.0,20.0,27.5,43210.0,43350.0,330125.0,256325.0,371853.0,246656.0,83790.0,43280.0,40.0,100.0,819364.0,6.85,943110.0,43380.0,43310.0,43406.0,43559.0,43226.0,140.0,90.0,0.388224157516,0.169851939543,246656.0,9296325.0,14.0800075729,2,1.27756
578,110.0,130.0,60.0,70.0,17.0,30.5,43300.0,43530.0,330050.0,256325.0,374264.0,240775.0,81587.0,43380.0,50.0,120.0,819646.0,6.85,943110.0,43380.0,43530.0,43460.0,43544.0,43353.3333333,230.0,120.0,0.388312376913,0.169425812481,240775.0,9356600.0,14.1745190123,2,1.27756
579,90.0,110.0,60.0,70.0,11.25,29.25,43570.0,43690.0,333800.0,253650.0,373173.0,240775.0,82825.0,43670.0,60.0,120.0,820200.0,6.85,943110.0,43510.0,43630.0,43482.0,43514.0,43480.6666667,120.0,100.0,0.379943079688,0.171996677396,240775.0,9329325.0,13.9744233074,2,1.27756
580,60.0,90.0,60.0,70.0,10.0,26.25,43060.0,43380.0,337500.0,257475.0,366530.0,240775.0,80795.0,43160.0,20.0,80.0,847324.0,6.85,943110.0,43650.0,42860.0,43358.0,43423.0,43535.3333333,320.0,75.0,0.381444444444,0.167781123456,240775.0,9163250.0,13.5751851852,2,1.27756
581,80.0,100.0,60.0,70.0,5.75,15.5,42820.0,43080.0,337250.0,256725.0,363432.0,240775.0,79969.0,42890.0,40.0,100.0,843816.0,6.85,943110.0,42760.0,43000.0,43266.0,43340.0,43497.3333333,260.0,90.0,0.380615270571,0.166065829094,240775.0,9085800.0,13.4704225352,2,1.27756
582,130.0,150.0,60.0,70.0,7.5,12.5,43060.0,43350.0,337225.0,256775.0,366699.0,240775.0,79844.0,43140.0,80.0,140.0,804980.0,6.85,943110.0,42830.0,43340.0,43272.0,43339.0,43463.3333333,290.0,140.0,0.380717621766,0.165806250649,240775.0,9167475.0,13.592519831,2,1.27756
583,130.0,150.0,60.0,70.0,9.0,5.0,43590.0,43810.0,336600.0,257275.0,365560.0,230835.0,75890.0,43750.0,70.0,120.0,784190.0,6.85,943110.0,43780.0,43690.0,43304.0,43382.0,43464.0,220.0,140.0,0.382167260844,0.16438148461,230835.0,9139000.0,13.5754604872,2,1.27756
584,130.0,150.0,60.0,70.0,5.75,-2.5,43700.0,43920.0,341275.0,262525.0,368449.0,230835.0,73212.0,43800.0,90.0,150.0,788502.0,6.85,943110.0,43590.0,43870.0,43352.0,43417.0,43460.0,220.0,140.0,0.384623837082,0.158580804471,230835.0,9211225.0,13.4953116988,2,1.27756
585,150.0,170.0,60.0,75.0,-2.0,-27.0,43190.0,43460.0,338300.0,262825.0,367544.0,230835.0,70202.0,43360.0,100.0,160.0,778980.0,6.85,943110.0,43380.0,43370.0,43454.0,43406.0,43433.3333333,270.0,160.0,0.388449600946,0.152060995949,230835.0,9188600.0,13.5805498079,2,1.27756
586,220.0,240.0,60.0,75.0,-9.0,-29.25,43060.0,43350.0,337275.0,260950.0,361459.0,230835.0,64878.0,43250.0,180.0,250.0,779420.0,6.85,943110.0,43180.0,43310.0,43516.0,43391.0,43398.6666667,290.0,230.0,0.386850492921,0.140528949249,230835.0,9036475.0,13.3963012379,2,1.27756
587,360.0,380.0,65.0,80.0,3.0,-16.5,42820.0,43160.0,336725.0,260925.0,358069.0,230835.0,58919.0,43080.0,270.0,320.0,798018.0,6.85,943110.0,43210.0,42990.0,43446.0,43359.0,43374.6666667,340.0,370.0,0.387445244636,0.127621461217,230835.0,8951725.0,13.2923379612,2,1.27756
588,180.0,200.0,65.0,80.0,1.0,-20.0,43080.0,43420.0,337675.0,262425.0,355797.0,208285.0,53268.0,43270.0,150.0,200.0,766824.0,6.85,943110.0,43130.0,43310.0,43370.0,43337.0,43378.0,340.0,190.0,0.388576293774,0.127872866505,208285.0,8894925.0,13.1708373436,2,1.27756
589,190.0,210.0,70.0,85.0,5.0,-16.25,43600.0,43890.0,338425.0,263750.0,355755.0,208285.0,47901.0,43670.0,140.0,180.0,752996.0,6.85,943110.0,43610.0,43730.0,43342.0,43347.0,43392.0,290.0,200.0,0.389672748763,0.114989077466,208285.0,8893875.0,13.1400975105,2,1.27756
590,150.0,170.0,70.0,85.0,14.0,-11.25,43730.0,44050.0,338250.0,264550.0,353512.0,208285.0,45776.0,43850.0,100.0,170.0,754120.0,6.85,943110.0,43740.0,43740.0,43416.0,43435.0,43409.3333333,320.0,160.0,0.391056910569,0.109887893991,208285.0,8837800.0,13.0640059128,2,1.27756
591,150.0,170.0,70.0,85.0,17.5,-11.25,43720.0,44020.0,338125.0,252175.0,351646.0,208285.0,43891.0,43830.0,100.0,160.0,768012.0,6.85,943110.0,43800.0,43730.0,43500.0,43508.0,43427.3333333,300.0,160.0,0.372902033272,0.10536284418,208285.0,8791150.0,12.9998521257,2,1.27756
592,90.0,140.0,70.0,85.0,29.5,3.5,43980.0,44300.0,337925.0,252800.0,355988.0,188165.0,43391.0,44070.0,70.0,140.0,755516.0,6.85,933134.0,43770.0,44240.0,43750.0,43598.0,43489.3333333,320.0,115.0,0.374047495746,0.115300401244,188165.0,8899700.0,13.1681586151,2,1.27756
593,70.0,100.0,70.0,85.0,1.75,2.0,45600.0,45830.0,341325.0,253850.0,354960.0,188165.0,42765.0,45700.0,40.0,100.0,729624.0,6.85,933134.0,45830.0,45730.0,44234.0,43802.0,43636.0,230.0,85.0,0.371859664543,0.113636967555,188165.0,8874000.0,12.9993408042,3,1.27756
594,30.0,70.0,70.0,85.0,-0.75,-2.0,46000.0,46180.0,341000.0,254700.0,355954.0,188165.0,42765.0,46090.0,-20.0,60.0,697316.0,6.85,933134.0,45850.0,46130.0,44714.0,44028.0,43802.6666667,180.0,50.0,0.373460410557,0.113636967555,188165.0,8898850.0,13.0481671554,3,1.27756
595,-20.0,0.0,70.0,85.0,3.0,-3.0,45790.0,45930.0,339725.0,254700.0,355855.0,188165.0,42740.0,45880.0,-50.0,0.0,679834.0,6.85,933134.0,46170.0,45860.0,45138.0,44277.0,44002.6666667,140.0,-10.0,0.374862020752,0.113570536497,188165.0,8896375.0,13.0934947384,3,1.27756
596,40.0,60.0,70.0,85.0,4.0,-8.0,45810.0,45970.0,339075.0,254700.0,351617.0,183304.0,42059.0,45890.0,-30.0,20.0,683244.0,6.85,933134.0,45910.0,45970.0,45586.0,44543.0,44200.6666667,160.0,50.0,0.375580623756,0.114724719591,183304.0,8790425.0,12.9623608346,3,1.27756
597,40.0,60.0,70.0,85.0,3.5,-12.25,45700.0,45810.0,339475.0,243200.0,350919.0,183304.0,42806.0,45780.0,10.0,60.0,671906.0,6.85,933134.0,45860.0,45790.0,45896.0,44823.0,44364.0,110.0,50.0,0.358200162015,0.116762318335,183304.0,8772975.0,12.9213859636,3,1.27756
598,60.0,80.0,70.0,85.0,6.5,-8.25,45680.0,45810.0,338525.0,230825.0,351426.0,183304.0,42406.0,45740.0,20.0,100.0,668940.0,6.85,933134.0,45690.0,45830.0,45916.0,45075.0,44506.6666667,130.0,70.0,0.340927553356,0.11567123467,183304.0,8785650.0,12.9763680674,3,1.27756
599,60.0,90.0,70.0,85.0,5.0,-6.25,46010.0,46100.0,337850.0,218325.0,350762.0,183304.0,42455.0,46080.0,30.0,100.0,677630.0,6.85,933134.0,46070.0,46260.0,45942.0,45328.0,44666.0,90.0,75.0,0.323109368063,0.115804892419,183304.0,8769050.0,12.9777268018,3,1.27756
600,70.0,90.0,70.0,85.0,5.25,-1.0,45940.0,45990.0,338800.0,218625.0,349741.0,183304.0,41604.0,46000.0,20.0,100.0,669004.0,6.85,933134.0,46180.0,46070.0,45984.0,45561.0,44846.0,50.0,80.0,0.322646103896,0.113483611923,183304.0,8743525.0,12.9036673554,3,1.27756
601,70.0,90.0,70.0,80.0,-0.25,-3.0,45890.0,45860.0,338000.0,211375.0,347062.0,173157.0,42651.0,45930.0,40.0,150.0,670642.0,6.85,933134.0,46060.0,46040.0,45998.0,45792.0,45028.0,30.0,80.0,0.312684911243,0.123157019352,173157.0,8676550.0,12.8351331361,3,1.27756
602,100.0,140.0,70.0,80.0,-11.0,-8.0,45920.0,46030.0,337775.0,211800.0,343562.0,173157.0,48120.0,45970.0,50.0,110.0,662706.0,6.85,933134.0,45850.0,46110.0,46062.0,45979.0,45236.0,110.0,120.0,0.313522315151,0.138949046241,173157.0,8589050.0,12.7141588335,3,1.27756
603,90.0,130.0,70.0,80.0,-10.0,-8.5,45760.0,45850.0,337000.0,212050.0,332361.0,173157.0,53551.0,45810.0,60.0,150.0,659296.0,6.85,933134.0,45960.0,45710.0,46038.0,45977.0,45396.0,90.0,110.0,0.314614243323,0.154631346119,173157.0,8309025.0,12.3279302671,3,1.27756
604,140.0,180.0,70.0,80.0,-6.0,1.0,44830.0,45020.0,334875.0,211450.0,332190.0,173157.0,52750.0,44950.0,90.0,160.0,659012.0,6.85,933134.0,45320.0,44760.0,45738.0,45840.0,45464.6666667,190.0,160.0,0.315714818962,0.152318416235,173157.0,8304750.0,12.3997760358,3,1.27756
605,130.0,160.0,70.0,80.0,-3.0,-6.5,44890.0,45100.0,332225.0,211450.0,330383.0,173157.0,49378.0,44980.0,60.0,140.0,639554.0,6.85,933134.0,44820.0,45120.0,45548.0,45766.0,45556.6666667,210.0,145.0,0.318233125141,0.142581587808,173157.0,8259575.0,12.4306945594,3,1.27756
606,110.0,130.0,70.0,80.0,-5.5,-9.0,45020.0,45190.0,330825.0,212950.0,326493.0,162636.0,44948.0,45160.0,60.0,140.0,634646.0,6.85,933134.0,45100.0,45110.0,45362.0,45680.0,45648.6666667,170.0,120.0,0.321846897907,0.138185887503,162636.0,8162325.0,12.3363182952,3,1.27756
607,50.0,70.0,70.0,80.0,-3.0,-13.5,44670.0,44920.0,327800.0,213900.0,326636.0,162636.0,41872.0,44870.0,0.0,60.0,634464.0,6.85,933134.0,44760.0,44520.0,45044.0,45553.0,45667.3333333,250.0,60.0,0.326266015863,0.12872918665,162636.0,8165900.0,12.4556131788,3,1.27756
608,20.0,40.0,65.0,80.0,-1.0,-16.75,44130.0,44440.0,327500.0,214850.0,327467.0,162636.0,40437.0,44190.0,-30.0,20.0,630536.0,6.85,933134.0,44300.0,44300.0,44762.0,45400.0,45572.0,310.0,30.0,0.328015267176,0.124317494282,162636.0,8186675.0,12.498740458,3,1.27756
609,60.0,80.0,65.0,80.0,-3.5,-15.75,44050.0,44310.0,325075.0,214950.0,327104.0,162636.0,39974.0,44130.0,20.0,90.0,616134.0,6.85,933134.0,44080.0,44250.0,44660.0,45199.0,45446.6666667,260.0,70.0,0.33061601169,0.122894070194,162636.0,8177600.0,12.5780204568,3,1.27756
610,80.0,100.0,65.0,75.0,-9.75,-21.0,44100.0,44400.0,322150.0,214800.0,326225.0,156053.0,37997.0,44160.0,30.0,80.0,595652.0,6.85,933134.0,44130.0,44300.0,44496.0,45022.0,45342.6666667,300.0,90.0,0.333385069067,0.121743894702,156053.0,8155625.0,12.6581173366,3,1.27756
611,100.0,120.0,65.0,75.0,-9.5,-20.75,43740.0,43890.0,320950.0,215775.0,325373.0,156053.0,36508.0,43810.0,60.0,120.0,598012.0,6.85,927783.0,44010.0,43650.0,44204.0,44783.0,45188.0,150.0,110.0,0.336150490731,0.116973079659,156053.0,8134325.0,12.6722620346,1,1.27756
612,90.0,110.0,65.0,75.0,-11.0,-25.0,43560.0,43730.0,317500.0,212275.0,323142.0,156053.0,35143.0,43610.0,60.0,120.0,595214.0,6.85,927783.0,43550.0,43690.0,44038.0,44541.0,45048.0,170.0,100.0,0.334291338583,0.112599565532,156053.0,8078550.0,12.7221259843,1,1.27756
613,90.0,110.0,65.0,75.0,-10.5,-26.25,43690.0,43870.0,318625.0,215450.0,322149.0,156053.0,33787.0,43740.0,60.0,110.0,593814.0,6.85,927783.0,43730.0,43530.0,43884.0,44323.0,44894.6666667,180.0,100.0,0.338093369949,0.108254887762,156053.0,8053725.0,12.6382502942,1,1.27756
614,90.0,110.0,65.0,75.0,-8.75,-30.0,43430.0,43620.0,318100.0,215450.0,325398.0,156053.0,32978.0,43490.0,60.0,110.0,593420.0,6.85,927783.0,43600.0,43400.0,43714.0,44187.0,44704.0,190.0,100.0,0.338651367494,0.105662819683,156053.0,8134950.0,12.7867808865,1,1.27756
615,100.0,120.0,65.0,75.0,-10.0,-30.25,42970.0,43130.0,315125.0,204275.0,324696.0,145383.0,30812.0,43040.0,40.0,110.0,605014.0,6.85,927783.0,43310.0,42810.0,43416.0,43956.0,44486.6666667,160.0,110.0,0.324117413725,0.105968373194,145383.0,8117400.0,12.8796509322,1,1.27756
616,90.0,110.0,65.0,75.0,-9.25,-30.0,43050.0,43290.0,312300.0,204275.0,323903.0,145383.0,29863.0,43080.0,50.0,100.0,595086.0,6.85,927783.0,42930.0,43160.0,43318.0,43761.0,44294.6666667,240.0,100.0,0.327049311559,0.102704580315,145383.0,8097575.0,12.964417227,1,1.27756
617,90.0,110.0,65.0,75.0,-8.75,-29.0,43150.0,43360.0,310825.0,214500.0,324793.0,145383.0,28980.0,43200.0,60.0,110.0,587366.0,6.85,927783.0,43100.0,43250.0,43230.0,43634.0,44104.0,210.0,100.0,0.345049465133,0.0996677740864,145383.0,8119825.0,13.0617308775,1,1.27756
618,100.0,120.0,60.0,70.0,-6.25,-29.25,43300.0,43480.0,308025.0,221250.0,323034.0,145383.0,27306.0,43370.0,50.0,100.0,583222.0,6.85,927783.0,43320.0,43370.0,43198.0,43541.0,43948.0,180.0,110.0,0.35914292671,0.0939105672603,145383.0,8075850.0,13.109082055,1,1.27756
619,90.0,110.0,60.0,70.0,-16.0,-39.25,43490.0,43720.0,317475.0,240200.0,326210.0,145383.0,23794.0,43560.0,40.0,100.0,575566.0,6.85,927783.0,43630.0,43230.0,43164.0,43439.0,43846.0,230.0,100.0,0.37829750374,0.0818321261771,145383.0,8155250.0,12.8439247185,1,1.27756
620,70.0,90.0,60.0,70.0,-19.5,-41.0,42660.0,43000.0,314025.0,239500.0,325937.0,134816.0,24393.0,42720.0,20.0,90.0,603590.0,6.85,927783.0,42990.0,42490.0,43100.0,43258.0,43670.6666667,340.0,80.0,0.381339065361,0.0904677486352,134816.0,8148425.0,12.9741660696,1,1.27756
621,40.0,60.0,60.0,70.0,-31.0,-56.5,42450.0,42830.0,314400.0,241000.0,321940.0,134816.0,32772.0,42520.0,0.0,80.0,606358.0,6.85,927783.0,42590.0,42210.0,42910.0,43114.0,43477.3333333,380.0,50.0,0.383269720102,0.121543436981,134816.0,8048500.0,12.7997773537,1,1.27756
622,150.0,170.0,60.0,70.0,-25.0,-52.25,42100.0,42320.0,318600.0,246625.0,314957.0,134816.0,33275.0,42170.0,100.0,160.0,602536.0,6.85,927783.0,42120.0,42150.0,42690.0,42960.0,43319.3333333,220.0,160.0,0.387044883867,0.123408942559,134816.0,7873925.0,12.3570699937,1,1.27756
623,240.0,260.0,55.0,65.0,-19.0,-45.5,41750.0,41990.0,318100.0,250750.0,308194.0,134816.0,32926.0,41860.0,150.0,220.0,604610.0,6.85,927783.0,42050.0,41810.0,42378.0,42788.0,43153.3333333,240.0,250.0,0.394137063816,0.122114585806,134816.0,7704850.0,12.1107356177,1,1.27756
624,250.0,270.0,55.0,65.0,-18.75,-48.0,41890.0,42110.0,318925.0,250075.0,306236.0,134816.0,29446.0,41920.0,210.0,280.0,597736.0,6.85,927783.0,41940.0,42080.0,42148.0,42656.0,43008.6666667,220.0,260.0,0.392059261582,0.109208105863,134816.0,7655900.0,12.0026652034,1,1.27756
625,310.0,330.0,55.0,65.0,-17.0,-50.0,41770.0,42020.0,317700.0,249825.0,306060.0,125191.0,26793.0,41900.0,250.0,320.0,592228.0,6.85,927783.0,41950.0,41820.0,42014.0,42557.0,42843.3333333,250.0,320.0,0.393177525968,0.107008491026,125191.0,7651500.0,12.0420207743,1,1.27756
626,290.0,310.0,55.0,65.0,-17.0,-49.5,41760.0,42010.0,314250.0,244625.0,305054.0,125191.0,22693.0,41860.0,260.0,320.0,596322.0,6.85,927783.0,41780.0,42030.0,41978.0,42444.0,42735.3333333,250.0,300.0,0.389220365951,0.0906335119937,125191.0,7626350.0,12.1342084328,1,1.27756
627,270.0,290.0,55.0,65.0,-16.25,-46.5,41880.0,42150.0,311475.0,245400.0,308756.0,125191.0,22119.0,42030.0,210.0,280.0,601178.0,6.85,927783.0,41890.0,42190.0,41986.0,42338.0,42635.3333333,270.0,280.0,0.393932097279,0.0883410149292,125191.0,7718900.0,12.3908820933,1,1.27756
628,270.0,290.0,55.0,65.0,-15.75,-47.25,41800.0,42070.0,309275.0,246050.0,309087.0,125191.0,18101.0,41970.0,210.0,290.0,593722.0,6.85,927783.0,42290.0,41920.0,42008.0,42193.0,42528.0,270.0,280.0,0.397785142672,0.0722935354778,125191.0,7727175.0,12.4924015844,1,1.27756
629,280.0,300.0,55.0,65.0,-10.0,-45.0,41920.0,42170.0,310300.0,250050.0,307895.0,112921.0,13930.0,42010.0,250.0,300.0,568048.0,6.85,927783.0,41900.0,42300.0,42052.0,42100.0,42454.6666667,250.0,290.0,0.402916532388,0.0616802897601,112921.0,7697375.0,12.4031179504,1,1.27756
630,290.0,310.0,55.0,65.0,-6.0,-40.75,42120.0,42430.0,307650.0,246425.0,311702.0,112921.0,12595.0,42180.0,240.0,320.0,521076.0,6.85,927783.0,42050.0,42500.0,42188.0,42101.0,42434.0,310.0,300.0,0.400495693158,0.0557690774967,112921.0,7792550.0,12.6646351373,1,1.27756
631,270.0,290.0,60.0,65.0,-10.25,-42.5,42140.0,42490.0,324100.0,263975.0,307638.0,112921.0,11725.0,42210.0,210.0,280.0,528520.0,6.85,950167.0,42340.0,42090.0,42200.0,42089.0,42362.6666667,350.0,280.0,0.407243134835,0.0519168268081,112921.0,7690950.0,11.8650879358,1,1.27756
632,250.0,280.0,60.0,70.0,-9.25,-43.25,41880.0,42300.0,323450.0,265500.0,308172.0,112921.0,11002.0,41950.0,220.0,280.0,515952.0,6.85,950167.0,41950.0,41970.0,42156.0,42071.0,42277.3333333,420.0,265.0,0.410418921008,0.0487154736497,112921.0,7704300.0,11.9095687123,2,1.27756
633,280.0,300.0,60.0,70.0,-15.0,-42.5,42210.0,42570.0,321975.0,267150.0,307669.0,101517.0,11923.0,42310.0,230.0,280.0,506826.0,6.85,950167.0,42050.0,42100.0,42192.0,42100.0,42192.6666667,360.0,290.0,0.414861402283,0.0587241545751,101517.0,7691725.0,11.944599736,2,1.27756
634,240.0,260.0,60.0,70.0,-14.0,-48.25,41020.0,41790.0,321500.0,267675.0,308420.0,101517.0,11621.0,41220.0,200.0,280.0,557638.0,6.85,950167.0,42300.0,40730.0,41878.0,41965.0,42026.0,770.0,250.0,0.416290824261,0.0572367189732,101517.0,7710500.0,11.9914463453,2,1.27756
635,230.0,250.0,60.0,70.0,-10.5,-51.75,40210.0,40910.0,329175.0,276325.0,312559.0,101517.0,11621.0,40390.0,170.0,250.0,590870.0,6.85,950167.0,40730.0,39780.0,41334.0,41761.0,41845.3333333,700.0,240.0,0.419723551302,0.0572367189732,101517.0,7813975.0,11.8690286322,2,1.27756
636,300.0,320.0,60.0,70.0,-9.0,-50.25,38400.0,39160.0,328250.0,276550.0,313552.0,101517.0,11072.0,38550.0,270.0,320.0,615546.0,6.85,950167.0,39510.0,38070.0,40530.0,41365.0,41569.3333333,760.0,310.0,0.421249047982,0.0545327383591,101517.0,7838800.0,11.9402894136,2,1.27756
637,220.0,250.0,65.0,75.0,-13.5,-51.25,39940.0,40930.0,330050.0,284350.0,313160.0,101517.0,10722.0,40060.0,200.0,270.0,555178.0,6.85,950167.0,38650.0,40470.0,40230.0,41193.0,41457.3333333,990.0,235.0,0.430768065445,0.0528088891516,101517.0,7829000.0,11.8603241933,2,1.27756
638,180.0,200.0,65.0,75.0,-12.0,-49.25,40500.0,41360.0,329725.0,284975.0,311034.0,105276.0,10722.0,40720.0,150.0,200.0,584914.0,6.85,950167.0,40870.0,40360.0,39882.0,41037.0,41360.6666667,860.0,190.0,0.432140420047,0.0509232873589,105276.0,7775850.0,11.79141709,2,1.27756
639,130.0,150.0,65.0,75.0,-17.5,-51.25,39860.0,40840.0,331450.0,288250.0,309224.0,105276.0,10546.0,40180.0,100.0,150.0,614982.0,6.85,950167.0,40410.0,40130.0,39762.0,40820.0,41230.6666667,980.0,140.0,0.434831799668,0.0500873893385,105276.0,7730600.0,11.6617891085,2,1.27756
640,10.0,30.0,65.0,75.0,-21.0,-59.75,40170.0,41180.0,338200.0,297325.0,304186.0,105276.0,10846.0,40430.0,-60.0,20.0,614472.0,6.85,950167.0,40480.0,40280.0,39862.0,40598.0,41128.0,1010.0,20.0,0.439569781195,0.0515122155097,105276.0,7604650.0,11.2428296866,2,1.27756
641,-70.0,-40.0,65.0,75.0,-22.5,-58.25,40190.0,41330.0,337525.0,308950.0,306834.0,105276.0,16713.0,40460.0,-110.0,-20.0,618470.0,6.85,950167.0,40310.0,40750.0,40398.0,40464.0,41042.6666667,1140.0,-55.0,0.457669802237,0.0793770659979,105276.0,7670850.0,11.3633804903,2,1.27756
642,310.0,330.0,65.0,75.0,-21.25,-59.0,40020.0,40770.0,337200.0,310400.0,306137.0,105276.0,26423.0,40430.0,260.0,350.0,606432.0,6.85,950167.0,40670.0,40680.0,40440.0,40335.0,40942.0,750.0,320.0,0.460260972716,0.125493939739,105276.0,7653425.0,11.3484949585,2,1.27756
643,260.0,280.0,65.0,75.0,-20.25,-56.25,40080.0,40780.0,340325.0,315400.0,304697.0,109001.0,24737.0,40470.0,200.0,280.0,612396.0,6.85,950167.0,40430.0,40480.0,40464.0,40173.0,40846.0,700.0,270.0,0.463380592081,0.113471436042,109001.0,7617425.0,11.1913979285,2,1.27756
644,290.0,320.0,65.0,75.0,-21.25,-55.75,39520.0,40190.0,339775.0,316150.0,303093.0,109001.0,23580.0,39940.0,250.0,320.0,644734.0,6.85,950167.0,40070.0,39800.0,40398.0,40080.0,40679.3333333,670.0,305.0,0.465234346259,0.108164145283,109001.0,7577325.0,11.15050401,2,1.27756
645,270.0,290.0,65.0,75.0,-22.75,-57.0,39620.0,40300.0,339475.0,315425.0,298058.0,109001.0,21317.0,39980.0,220.0,280.0,639522.0,6.85,950167.0,39800.0,40080.0,40358.0,40110.0,40518.0,680.0,280.0,0.464577656676,0.0977835065733,109001.0,7451450.0,10.9749613374,2,1.27756
646,290.0,310.0,65.0,75.0,-20.0,-57.0,39230.0,39920.0,338975.0,315225.0,296269.0,109001.0,18737.0,39650.0,230.0,300.0,694686.0,6.85,950167.0,39850.0,39150.0,40038.0,40218.0,40322.0,690.0,300.0,0.464967917988,0.0859487527637,109001.0,7406725.0,10.925178848,2,1.27756
647,330.0,350.0,65.0,75.0,-19.0,-60.0,38750.0,39410.0,340675.0,319175.0,297860.0,109001.0,14696.0,39110.0,270.0,320.0,708794.0,6.85,950167.0,39150.0,39180.0,39738.0,40089.0,40136.0,660.0,340.0,0.468444998899,0.0674122255759,109001.0,7446500.0,10.9290379394,2,1.27756
648,410.0,430.0,70.0,80.0,-16.5,-60.0,37930.0,38700.0,343250.0,322825.0,295356.0,101251.0,11632.0,38470.0,360.0,420.0,786508.0,6.85,950167.0,39070.0,38050.0,39252.0,39858.0,39866.0,770.0,420.0,0.470247632921,0.0574414079861,101251.0,7383900.0,10.7558630736,2,1.27756
649,410.0,430.0,70.0,80.0,-15.0,-51.25,38000.0,38830.0,342925.0,323675.0,294086.0,101251.0,11099.0,38150.0,360.0,430.0,772330.0,6.85,950167.0,38040.0,37980.0,38888.0,39643.0,39682.6666667,830.0,420.0,0.471932638332,0.0548093352164,101251.0,7352150.0,10.7197637967,2,1.27756
650,330.0,370.0,70.0,80.0,-11.0,-49.0,37680.0,38520.0,344125.0,325950.0,295115.0,101251.0,10845.0,37850.0,270.0,400.0,765540.0,6.85,950167.0,37680.0,38040.0,38480.0,39419.0,39566.6666667,840.0,350.0,0.473592444606,0.053555026617,101251.0,7377875.0,10.7197602615,2,1.27756
651,190.0,250.0,80.0,90.0,-11.5,-50.5,38600.0,39400.0,345050.0,323575.0,292393.0,101251.0,10644.0,38770.0,100.0,280.0,728690.0,6.85,950167.0,38190.0,38810.0,38412.0,39225.0,39616.0,800.0,220.0,0.468881321548,0.0525624438277,101251.0,7309825.0,10.5924141429,2,1.27756
652,110.0,170.0,80.0,90.0,-7.0,-45.5,38510.0,39220.0,346125.0,322450.0,291516.0,101251.0,10442.0,38680.0,70.0,180.0,731196.0,6.85,950167.0,38820.0,38560.0,38288.0,39013.0,39488.6666667,710.0,140.0,0.465799927772,0.0515649228156,101251.0,7287900.0,10.527843987,2,1.27756
653,120.0,140.0,80.0,90.0,-8.5,-45.0,38210.0,38910.0,345475.0,318625.0,285381.0,103117.0,9732.0,38380.0,80.0,160.0,743432.0,6.85,923233.0,38290.0,38250.0,38328.0,38790.0,39348.0,700.0,130.0,0.461140458789,0.0471891152768,103117.0,7134525.0,10.3256747956,2,1.27756
654,80.0,100.0,80.0,90.0,-8.0,-49.5,38000.0,38690.0,346525.0,322350.0,291263.0,103117.0,9732.0,38200.0,0.0,100.0,780130.0,6.85,923233.0,38350.0,37870.0,38306.0,38597.0,39197.3333333,690.0,90.0,0.465117956857,0.0471891152768,103117.0,7281575.0,10.5065651829,3,1.27756
655,-40.0,-10.0,80.0,90.0,-5.25,-47.5,37800.0,38480.0,347500.0,323350.0,289332.0,103117.0,9932.0,37970.0,-90.0,30.0,753600.0,6.85,923233.0,37840.0,38190.0,38336.0,38408.0,39058.0,680.0,-25.0,0.465251798561,0.0481588874773,103117.0,7233300.0,10.4076258993,3,1.27756
656,-10.0,10.0,80.0,90.0,-9.0,-44.75,37930.0,38550.0,350825.0,327050.0,289684.0,103117.0,10532.0,38130.0,-70.0,20.0,763466.0,6.85,923233.0,38330.0,38120.0,38198.0,38305.0,38882.6666667,620.0,0.0,0.466115584693,0.0510682040789,103117.0,7242100.0,10.3215278273,3,1.27756
