,S5806281,S5806282,S5807322,S5807323,S5806058,S5808597,S0116880,S0068143,S0029752,S0164358,S5806052,S0049507,S0049493,S0181392,S0203259,S0203260,M0086399,USE00020,PE100058,price_open,price_close,MA5,MA10,MA15,d111,d112,d211,d221,d222,d511,d512,QA,PE100042
290,60.0,140.0,160.0,185.0,28.0,57.5,51470.0,51740.0,336250.0,136625.0,278433.0,122189.0,22163.0,51470.0,0.0,150.0,546942.0,6.85,928371.0,51500.0,51940.0,51626.0,51789.0,51880.0,270.0,100.0,0.203159851301,0.0906914697722,122189.0,6960825.0,10.350669145,2,1.27756
291,110.0,170.0,160.0,185.0,26.0,53.5,51770.0,51970.0,336825.0,141125.0,277929.0,122189.0,33362.0,51780.0,100.0,220.0,531086.0,6.85,928371.0,51640.0,51660.0,51758.0,51717.0,51908.0,200.0,140.0,0.209493060194,0.13651801717,122189.0,6948225.0,10.3142952572,2,1.27756
292,30.0,80.0,160.0,185.0,33.0,45.0,51640.0,51850.0,335775.0,143550.0,281577.0,131563.0,33362.0,51710.0,-20.0,120.0,518410.0,6.85,928371.0,52010.0,51850.0,51778.0,51729.0,51894.6666667,210.0,55.0,0.213759213759,0.126790967065,131563.0,7039425.0,10.4823542551,2,1.27756
293,-20.0,30.0,160.0,180.0,45.0,45.0,51760.0,51910.0,334550.0,143650.0,276758.0,131563.0,33137.0,51830.0,-100.0,30.0,514900.0,6.85,928371.0,51630.0,51700.0,51752.0,51709.0,51844.0,150.0,5.0,0.214691376476,0.125935863427,131563.0,6918950.0,10.3406815125,2,1.27756
294,-150.0,-100.0,160.0,180.0,64.5,54.0,51580.0,51750.0,330675.0,143575.0,273856.0,131563.0,33137.0,51650.0,-200.0,-50.0,532174.0,6.85,928371.0,51490.0,51770.0,51784.0,51694.0,51810.0,170.0,-125.0,0.21709382324,0.125935863427,131563.0,6846400.0,10.3521584637,2,1.27756
295,-220.0,-120.0,160.0,180.0,36.5,47.0,51620.0,51800.0,328375.0,143475.0,272585.0,131563.0,32435.0,51660.0,-300.0,-100.0,524910.0,6.85,928371.0,51500.0,51540.0,51704.0,51665.0,51760.6666667,180.0,-170.0,0.218462124096,0.123267940074,131563.0,6814625.0,10.3762847354,2,1.27756
296,-160.0,-60.0,160.0,180.0,24.0,39.0,51380.0,51510.0,327400.0,145675.0,271774.0,131563.0,32336.0,51450.0,-200.0,-50.0,539618.0,6.85,928371.0,51350.0,51060.0,51584.0,51671.0,51672.6666667,130.0,-110.0,0.22247251069,0.122891694473,131563.0,6794350.0,10.3762217471,2,1.27756
297,-200.0,-60.0,160.0,180.0,31.0,41.0,51200.0,51310.0,326975.0,146875.0,271744.0,140913.0,32286.0,51280.0,-250.0,-50.0,543010.0,6.85,928371.0,51190.0,51150.0,51444.0,51611.0,51634.0,110.0,-130.0,0.224596681703,0.114560047689,140913.0,6793600.0,10.3885618167,2,1.27756
298,-360.0,-160.0,160.0,180.0,38.5,42.0,50980.0,51070.0,325400.0,127075.0,269639.0,140913.0,32286.0,51030.0,-400.0,-200.0,544858.0,6.85,928371.0,51030.0,50860.0,51276.0,51514.0,51564.6666667,90.0,-260.0,0.195259680393,0.114560047689,140913.0,6740975.0,10.3579824831,2,1.27756
299,-250.0,-150.0,160.0,180.0,39.0,43.0,50950.0,51060.0,322575.0,128650.0,267456.0,140913.0,32286.0,50960.0,-400.0,-100.0,525238.0,6.85,928371.0,51100.0,50870.0,51096.0,51440.0,51494.6666667,110.0,-200.0,0.199410989692,0.114560047689,140913.0,6686400.0,10.3641013718,2,1.27756
300,-220.0,-120.0,160.0,180.0,27.5,36.0,50970.0,51060.0,318800.0,128400.0,266117.0,140913.0,32286.0,51000.0,-400.0,-100.0,501184.0,6.85,928371.0,51010.0,50950.0,50978.0,51341.0,51436.0,90.0,-170.0,0.201380175659,0.114560047689,140913.0,6652925.0,10.4343240276,2,1.27756
301,-200.0,-50.0,160.0,180.0,40.5,43.0,50800.0,50950.0,316200.0,128900.0,264048.0,148581.0,32286.0,50880.0,-300.0,-100.0,484850.0,6.85,928371.0,51010.0,50950.0,50956.0,51270.0,51432.6666667,150.0,-125.0,0.203826691967,0.108647808266,148581.0,6601200.0,10.4383301708,2,1.27756
302,-180.0,-40.0,160.0,180.0,48.5,78.0,50940.0,51080.0,308025.0,125425.0,259454.0,149774.0,32286.0,51000.0,-120.0,0.0,485126.0,6.85,928371.0,50990.0,50950.0,50916.0,51180.0,51379.3333333,140.0,-110.0,0.203595487379,0.107782392137,149774.0,6486350.0,10.5289343397,3,1.27756
303,-160.0,0.0,165.0,185.0,41.0,69.25,50920.0,51030.0,306400.0,125350.0,258963.0,149774.0,32286.0,50980.0,-150.0,0.0,489920.0,6.85,928371.0,51000.0,50580.0,50860.0,51068.0,51296.0,110.0,-80.0,0.204552872063,0.107782392137,149774.0,6474075.0,10.564743799,3,1.27756
304,-180.0,40.0,165.0,185.0,31.75,63.0,50490.0,50590.0,303825.0,125275.0,259960.0,149774.0,32286.0,50580.0,-200.0,50.0,522188.0,6.85,928371.0,50520.0,50410.0,50768.0,50932.0,51216.0,100.0,-70.0,0.206163087304,0.107782392137,149774.0,6499000.0,10.6953015716,3,1.27756
305,-130.0,70.0,165.0,185.0,43.0,69.75,50490.0,50590.0,302050.0,125575.0,257233.0,149774.0,34659.0,50530.0,-150.0,80.0,520510.0,6.85,928371.0,50660.0,50740.0,50726.0,50852.0,51136.0,100.0,-30.0,0.207871213375,0.115704327854,149774.0,6430825.0,10.6452987916,3,1.27756
306,-90.0,90.0,165.0,185.0,32.5,65.0,50590.0,50640.0,300675.0,125675.0,257355.0,149774.0,37952.0,50650.0,-100.0,100.0,520308.0,6.85,928371.0,50520.0,50580.0,50652.0,50804.0,51064.0,50.0,0.0,0.208988110086,0.126697557654,149774.0,6433875.0,10.6990521327,3,1.27756
307,-80.0,80.0,165.0,185.0,30.5,59.0,50570.0,50600.0,299125.0,125375.0,259863.0,180341.0,39752.0,50600.0,-100.0,100.0,516172.0,6.85,928371.0,50770.0,50840.0,50630.0,50773.0,50996.6666667,30.0,0.0,0.209569577936,0.110213429004,180341.0,6496575.0,10.8592979524,3,1.27756
308,160.0,260.0,165.0,185.0,32.0,56.0,51000.0,50820.0,296025.0,125225.0,257280.0,180341.0,46052.0,51000.0,100.0,250.0,500002.0,6.85,928371.0,50980.0,50990.0,50712.0,50786.0,50949.3333333,180.0,210.0,0.211510852124,0.127680338914,180341.0,6432000.0,10.8639473017,3,1.27756
309,-90.0,10.0,170.0,190.0,40.0,60.0,50740.0,50820.0,293150.0,125225.0,255988.0,180341.0,47725.0,50850.0,-150.0,0.0,498788.0,6.85,928371.0,50820.0,50960.0,50822.0,50795.0,50895.3333333,80.0,-40.0,0.213585195293,0.132318773878,180341.0,6399700.0,10.9154016715,3,1.27756
310,-180.0,-60.0,170.0,190.0,43.0,69.75,50740.0,50810.0,290625.0,120450.0,257928.0,180341.0,48151.0,50830.0,-200.0,-50.0,509290.0,6.85,928371.0,50760.0,50750.0,50824.0,50775.0,50842.6666667,70.0,-120.0,0.207225806452,0.133499869691,180341.0,6448200.0,11.0936774194,3,1.27756
311,-260.0,-140.0,170.0,190.0,43.0,67.25,50470.0,50540.0,289600.0,119725.0,258810.0,180341.0,47551.0,50560.0,-300.0,-100.0,530206.0,6.85,928371.0,50450.0,50570.0,50822.0,50737.0,50810.0,70.0,-200.0,0.206707527624,0.131836354462,180341.0,6470250.0,11.1710117403,3,1.27756
312,-240.0,-80.0,165.0,185.0,56.0,73.75,50490.0,50550.0,285350.0,120225.0,258765.0,194111.0,45727.0,50510.0,-250.0,-100.0,537120.0,6.85,928371.0,50510.0,50560.0,50766.0,50698.0,50770.6666667,60.0,-160.0,0.210662344489,0.117785699935,194111.0,6469125.0,11.3354214123,3,1.27756
313,-180.0,-80.0,165.0,185.0,57.0,63.25,49830.0,49950.0,282475.0,120350.0,263063.0,194111.0,45652.0,49920.0,-200.0,-80.0,592030.0,6.85,928371.0,49800.0,49840.0,50536.0,50624.0,50702.6666667,120.0,-130.0,0.213027701567,0.117592511501,194111.0,6576575.0,11.640985928,3,1.27756
314,-270.0,-170.0,160.0,180.0,69.5,59.25,49780.0,49910.0,279150.0,120350.0,262843.0,194111.0,45677.0,49790.0,-350.0,-150.0,608656.0,6.85,928371.0,49520.0,49560.0,50256.0,50539.0,50615.3333333,130.0,-220.0,0.215565108365,0.117656907646,194111.0,6571075.0,11.7697922264,3,1.27756
315,-280.0,-180.0,160.0,180.0,78.5,60.25,49560.0,49650.0,276400.0,120350.0,267098.0,194111.0,46825.0,49560.0,-350.0,-200.0,608550.0,6.85,928371.0,49800.0,49370.0,49980.0,50402.0,50510.0,90.0,-230.0,0.21770984081,0.1206139786,194111.0,6677450.0,12.0793234443,3,1.27756
316,-290.0,-210.0,155.0,175.0,61.0,49.75,49280.0,49300.0,274350.0,125100.0,265041.0,194111.0,46724.0,49340.0,-350.0,-150.0,649456.0,6.85,928371.0,49230.0,49210.0,49708.0,50265.0,50394.0,20.0,-250.0,0.227993439038,0.120353818176,194111.0,6626025.0,12.0758611263,3,1.27756
317,-200.0,-100.0,155.0,175.0,70.0,42.0,49220.0,49230.0,276225.0,129600.0,264723.0,198286.0,46974.0,49210.0,-250.0,-100.0,648222.0,6.85,928371.0,49260.0,49150.0,49426.0,50096.0,50274.0,10.0,-150.0,0.234591365734,0.118450117507,198286.0,6618075.0,11.9795004073,3,1.27756
318,-210.0,-130.0,155.0,175.0,45.0,34.5,48950.0,48840.0,273725.0,129700.0,261257.0,198286.0,48258.0,48970.0,-250.0,-150.0,678246.0,6.85,928371.0,48680.0,48710.0,49200.0,49868.0,50149.3333333,110.0,-170.0,0.236916613389,0.121687865003,198286.0,6531425.0,11.9306329345,1,1.27756
319,-100.0,-40.0,155.0,175.0,38.0,33.5,48780.0,48760.0,275200.0,134200.0,260033.0,198286.0,49940.0,48810.0,-180.0,-80.0,667776.0,6.85,928371.0,49010.0,49370.0,49162.0,49709.0,50080.0,20.0,-70.0,0.243822674419,0.125929213358,198286.0,6500825.0,11.8110919331,1,1.27756
320,-90.0,-40.0,155.0,175.0,31.5,31.0,49330.0,49250.0,273675.0,134100.0,260678.0,198286.0,50240.0,49310.0,-150.0,-50.0,633584.0,6.85,928371.0,49320.0,49220.0,49132.0,49556.0,49978.6666667,80.0,-65.0,0.244998629762,0.126685696418,198286.0,6516950.0,11.9063670412,1,1.27756
321,-120.0,-70.0,150.0,170.0,17.0,24.5,49160.0,49040.0,272175.0,134075.0,260225.0,198286.0,50240.0,49190.0,-150.0,-60.0,641776.0,6.85,928371.0,49180.0,49260.0,49142.0,49425.0,49890.6666667,120.0,-95.0,0.2463029301,0.126685696418,198286.0,6505625.0,11.9511803068,1,1.27756
322,-110.0,-70.0,140.0,160.0,23.0,19.5,49140.0,49020.0,269000.0,134550.0,266905.0,207320.0,50290.0,49130.0,-150.0,-70.0,659336.0,6.85,928371.0,48130.0,46830.0,48678.0,49052.0,49623.3333333,120.0,-90.0,0.250092936803,0.121285934787,207320.0,6672625.0,12.4026486989,1,1.27756
323,-30.0,70.0,140.0,160.0,12.5,-14.5,47270.0,46760.0,265400.0,134650.0,270536.0,207320.0,50290.0,47260.0,-100.0,80.0,719584.0,6.85,928371.0,46120.0,45600.0,48056.0,48628.0,49264.0,510.0,20.0,0.253673700075,0.121285934787,207320.0,6763400.0,12.7418990203,1,1.27756
324,-100.0,-20.0,120.0,150.0,17.25,-24.5,45990.0,46090.0,257600.0,134150.0,271522.0,207320.0,52782.0,46050.0,-150.0,20.0,729950.0,6.85,928371.0,46180.0,44020.0,46986.0,48074.0,48801.3333333,100.0,-60.0,0.26038431677,0.127295967586,207320.0,6788050.0,13.1755628882,1,1.27756
325,20.0,80.0,120.0,150.0,23.75,-16.0,44650.0,44370.0,255500.0,134025.0,276016.0,207320.0,53532.0,44650.0,-50.0,80.0,818536.0,6.85,928371.0,44380.0,44750.0,46092.0,47612.0,48401.3333333,280.0,50.0,0.262279843444,0.12910476558,207320.0,6900400.0,13.5037181996,1,1.27756
326,60.0,120.0,120.0,150.0,24.0,-15.75,44590.0,44660.0,253275.0,134025.0,278197.0,207320.0,54176.0,44590.0,20.0,120.0,853684.0,6.85,928371.0,44370.0,44190.0,45078.0,47110.0,47976.0,70.0,90.0,0.264583950252,0.130657920123,207320.0,6954925.0,13.7299871681,1,1.27756
327,90.0,170.0,120.0,140.0,23.5,-12.5,44350.0,44230.0,251300.0,121500.0,275484.0,213297.0,52124.0,44350.0,50.0,150.0,870116.0,6.85,928371.0,44860.0,44590.0,44630.0,46654.0,47578.0,120.0,130.0,0.241742936729,0.122186434877,213297.0,6887100.0,13.7029446876,1,1.27756
328,80.0,140.0,120.0,140.0,20.5,-14.5,44560.0,44570.0,253375.0,125300.0,278044.0,213297.0,50932.0,44560.0,30.0,120.0,897868.0,6.85,928371.0,44770.0,44580.0,44426.0,46241.0,47227.3333333,10.0,110.0,0.247261963493,0.119392208986,213297.0,6951100.0,13.7170202269,1,1.27756
329,-20.0,30.0,120.0,140.0,18.0,-18.5,44800.0,45040.0,271750.0,145925.0,265896.0,213297.0,50933.0,44800.0,-50.0,60.0,888302.0,6.85,928371.0,44590.0,44910.0,44604.0,45795.0,46917.3333333,240.0,5.0,0.26849126035,0.119394553135,213297.0,6647400.0,12.2307267709,1,1.27756
330,0.0,50.0,115.0,135.0,18.0,-17.5,44640.0,44970.0,269725.0,145925.0,270905.0,213297.0,50758.0,44750.0,-50.0,70.0,898338.0,6.85,928371.0,44390.0,46080.0,44870.0,45481.0,46698.0,330.0,25.0,0.270506997868,0.118984327018,213297.0,6772625.0,12.5546853276,1,1.27756
331,80.0,130.0,110.0,130.0,11.0,-25.0,44890.0,45490.0,267850.0,145925.0,271677.0,213297.0,49183.0,44910.0,0.0,120.0,833970.0,6.85,928371.0,44900.0,45190.0,45070.0,45074.0,46430.0,600.0,105.0,0.272400597349,0.115292291968,213297.0,6791925.0,12.6785980959,1,1.27756
332,50.0,100.0,100.0,120.0,9.25,-19.25,45030.0,45410.0,265700.0,145925.0,270365.0,209901.0,46683.0,45150.0,20.0,120.0,820326.0,6.85,928371.0,45650.0,45340.0,45220.0,44925.0,46176.0,380.0,75.0,0.274604817463,0.111202424,209901.0,6759125.0,12.7194674445,1,1.27756
333,80.0,150.0,95.0,115.0,3.25,-29.0,45090.0,45310.0,263675.0,145950.0,271771.0,209901.0,45872.0,45250.0,50.0,150.0,831998.0,6.85,928371.0,45480.0,45270.0,45358.0,44892.0,45946.6666667,220.0,115.0,0.276761164312,0.109270560883,209901.0,6794275.0,12.8838058216,1,1.27756
334,140.0,180.0,95.0,115.0,2.75,-27.0,45550.0,45820.0,266825.0,150600.0,275204.0,209901.0,44514.0,45620.0,100.0,200.0,790116.0,6.85,928371.0,46150.0,46240.0,45624.0,45114.0,45738.0,270.0,160.0,0.282207439333,0.106035702545,209901.0,6880100.0,12.8925325588,1,1.27756
335,190.0,230.0,90.0,110.0,0.5,-24.5,46040.0,46270.0,269750.0,147400.0,277528.0,209901.0,42588.0,46140.0,120.0,230.0,795096.0,6.85,928371.0,45960.0,45930.0,45594.0,45232.0,45518.6666667,230.0,210.0,0.273215940686,0.101447825403,209901.0,6938200.0,12.8604263207,1,1.27756
336,190.0,230.0,90.0,110.0,10.5,-14.5,45900.0,46190.0,268550.0,147400.0,283251.0,209901.0,41160.0,45980.0,120.0,250.0,803844.0,6.85,928371.0,46020.0,46020.0,45760.0,45415.0,45302.6666667,290.0,210.0,0.274436790169,0.0980462217903,209901.0,7081275.0,13.184276671,1,1.27756
337,180.0,220.0,90.0,110.0,15.5,-3.5,46100.0,46430.0,267200.0,147400.0,286698.0,193725.0,40835.0,46170.0,120.0,250.0,768472.0,6.85,928371.0,46650.0,46830.0,46058.0,45639.0,45302.6666667,330.0,200.0,0.275823353293,0.105394244419,193725.0,7167450.0,13.4121444611,1,1.27756
338,130.0,180.0,90.0,110.0,5.0,-11.0,46680.0,46900.0,265175.0,147375.0,287300.0,193725.0,42474.0,46780.0,100.0,200.0,746502.0,6.85,918483.0,46650.0,46760.0,46356.0,45857.0,45380.0,220.0,155.0,0.277882530404,0.109624467673,193725.0,7182500.0,13.5429433393,1,1.27756
339,130.0,180.0,80.0,100.0,5.0,-12.75,46630.0,46900.0,263250.0,137725.0,288891.0,193725.0,40943.0,46720.0,80.0,180.0,750300.0,6.85,918483.0,46680.0,46640.0,46436.0,46030.0,45554.6666667,270.0,155.0,0.261585944919,0.105672990063,193725.0,7222275.0,13.7175213675,2,1.27756
340,180.0,230.0,80.0,100.0,1.0,-11.5,46710.0,47010.0,261375.0,137200.0,290694.0,193725.0,35938.0,46710.0,140.0,200.0,780886.0,6.85,918483.0,47040.0,46570.0,46564.0,46079.0,45676.0,300.0,205.0,0.262458153993,0.0927551942186,193725.0,7267350.0,13.9021520803,2,1.27756
341,200.0,250.0,75.0,95.0,0.75,-15.25,46410.0,46730.0,260100.0,137425.0,293227.0,193725.0,31596.0,46410.0,150.0,300.0,804470.0,6.85,918483.0,46430.0,46380.0,46636.0,46198.0,45822.0,320.0,225.0,0.264177239523,0.0815485869144,193725.0,7330675.0,14.0920319108,2,1.27756
342,310.0,360.0,80.0,100.0,0.0,-13.25,46500.0,47050.0,257775.0,137250.0,295215.0,172370.0,29499.0,46500.0,250.0,380.0,777576.0,6.85,918483.0,46430.0,46690.0,46608.0,46333.0,45962.0,550.0,335.0,0.26622054117,0.085568834484,172370.0,7380375.0,14.3155368054,2,1.27756
343,350.0,400.0,80.0,100.0,-0.75,-6.0,46730.0,47250.0,252600.0,137075.0,294288.0,172370.0,27251.0,46730.0,300.0,420.0,767706.0,6.85,918483.0,46580.0,46790.0,46614.0,46485.0,46109.3333333,520.0,375.0,0.271328186857,0.0790479781865,172370.0,7357200.0,14.5629453682,2,1.27756
344,260.0,300.0,75.0,95.0,9.0,6.75,46630.0,47280.0,250775.0,137075.0,293812.0,172370.0,23535.0,46630.0,200.0,300.0,787806.0,6.85,918483.0,46400.0,46300.0,46546.0,46491.0,46202.0,650.0,280.0,0.27330276144,0.0682688402854,172370.0,7345300.0,14.6451998804,2,1.27756
345,230.0,280.0,75.0,95.0,4.5,3.5,46220.0,47080.0,250025.0,140050.0,296603.0,172370.0,18787.0,46220.0,180.0,280.0,810706.0,6.85,918483.0,46340.0,46440.0,46520.0,46542.0,46226.0,860.0,255.0,0.280071992801,0.0544961420201,172370.0,7415075.0,14.8286671333,2,1.27756
346,240.0,280.0,75.0,95.0,-5.5,-6.25,46480.0,47250.0,248325.0,140150.0,304725.0,142671.0,17363.0,46480.0,200.0,300.0,806956.0,6.85,918483.0,46600.0,46580.0,46560.0,46598.0,46318.6666667,770.0,260.0,0.28219067754,0.0608497872728,142671.0,7618125.0,15.3390214437,2,1.27756
347,500.0,580.0,75.0,100.0,-5.25,-1.5,46690.0,47970.0,244950.0,140100.0,300260.0,142671.0,16963.0,46690.0,400.0,600.0,802402.0,6.85,918483.0,46790.0,46730.0,46568.0,46588.0,46411.3333333,1280.0,540.0,0.285976729945,0.0594479606928,142671.0,7506500.0,15.3225147989,2,1.27756
348,-200.0,-160.0,75.0,100.0,4.0,-0.5,46610.0,47950.0,242775.0,140350.0,297623.0,142671.0,16233.0,46610.0,-300.0,0.0,790982.0,6.85,918483.0,45870.0,46150.0,46440.0,46527.0,46470.0,1340.0,-180.0,0.289053650499,0.0568896271842,142671.0,7440575.0,15.3240140047,2,1.27756
349,530.0,600.0,85.0,105.0,8.0,-0.5,45820.0,46830.0,242300.0,140200.0,292047.0,142671.0,19161.0,46070.0,500.0,600.0,791110.0,6.85,918483.0,46730.0,46500.0,46480.0,46513.0,46487.3333333,1010.0,565.0,0.289310771771,0.0671509977501,142671.0,7301175.0,15.0663949649,2,1.27756
350,630.0,730.0,85.0,105.0,13.5,2.5,46380.0,47180.0,242300.0,140700.0,291136.0,142671.0,19161.0,46570.0,600.0,750.0,790748.0,6.85,918483.0,46560.0,46600.0,46512.0,46516.0,46532.0,800.0,680.0,0.290342550557,0.0671509977501,142671.0,7278400.0,15.0193974412,2,1.27756
351,730.0,770.0,95.0,115.0,14.5,18.0,46190.0,47360.0,241925.0,137950.0,291556.0,132477.0,9521.0,46490.0,600.0,820.0,826202.0,6.85,918483.0,46580.0,46640.0,46524.0,46542.0,46573.3333333,1170.0,750.0,0.285109021391,0.0359345395805,132477.0,7288900.0,15.0643794564,2,1.27756
352,540.0,640.0,95.0,115.0,15.5,18.0,46350.0,47560.0,240975.0,138050.0,295549.0,132477.0,7523.0,46630.0,500.0,650.0,838208.0,6.85,918483.0,46660.0,46760.0,46530.0,46549.0,46568.6666667,1210.0,590.0,0.286440502127,0.028393607947,132477.0,7388725.0,15.3308953211,2,1.27756
353,560.0,640.0,100.0,120.0,19.25,32.0,46720.0,47820.0,239950.0,137300.0,302874.0,132477.0,6718.0,46960.0,500.0,700.0,835120.0,6.85,918483.0,47450.0,47730.0,46846.0,46643.0,46633.3333333,1100.0,600.0,0.286101271098,0.0253553447013,132477.0,7571850.0,15.777974578,2,1.27756
354,1100.0,1260.0,105.0,125.0,18.0,32.0,47350.0,48610.0,238950.0,137550.0,299703.0,105156.0,6212.0,47630.0,1200.0,1350.0,807536.0,6.85,918483.0,47800.0,47910.0,47128.0,46804.0,46718.0,1260.0,1180.0,0.287821720025,0.029537068736,105156.0,7492575.0,15.6781230383,2,1.27756
355,1500.0,1560.0,110.0,130.0,20.25,34.25,47590.0,49120.0,237000.0,132725.0,299246.0,105156.0,5862.0,47920.0,1300.0,1500.0,810656.0,6.85,918483.0,47840.0,47920.0,47392.0,46952.0,46808.0,1530.0,1530.0,0.280010548523,0.0278728745863,105156.0,7481150.0,15.7830168776,2,1.27756
356,730.0,900.0,110.0,130.0,16.0,24.5,47410.0,49070.0,235075.0,128600.0,301540.0,105156.0,5862.0,47810.0,600.0,900.0,807488.0,6.85,918483.0,47700.0,47630.0,47590.0,47057.0,46891.3333333,1660.0,815.0,0.273529724556,0.0278728745863,105156.0,7538500.0,16.0342443901,2,1.27756
357,980.0,1080.0,110.0,130.0,17.5,33.75,47270.0,48730.0,233325.0,127000.0,304431.0,104065.0,5862.0,47610.0,900.0,1150.0,791598.0,6.85,925706.0,47700.0,47650.0,47768.0,47149.0,46955.3333333,1460.0,1030.0,0.272152576878,0.028165089127,104065.0,7610775.0,16.3093860495,2,1.27756
358,620.0,720.0,120.0,140.0,36.0,58.5,47150.0,48790.0,225425.0,114075.0,304786.0,104065.0,5862.0,47540.0,550.0,800.0,806836.0,6.85,925706.0,47460.0,47540.0,47730.0,47288.0,47005.3333333,1640.0,670.0,0.253022069424,0.028165089127,104065.0,7619650.0,16.9006321393,3,1.27756
359,550.0,650.0,120.0,140.0,30.5,54.0,47080.0,48680.0,216950.0,114200.0,309032.0,104065.0,5862.0,47460.0,500.0,600.0,815210.0,6.85,925706.0,47250.0,47020.0,47552.0,47340.0,47053.3333333,1600.0,600.0,0.263194284397,0.028165089127,104065.0,7725800.0,17.8054851348,3,1.27756
360,530.0,590.0,120.0,140.0,41.0,64.5,46670.0,48350.0,213025.0,114200.0,309914.0,104065.0,5862.0,47070.0,500.0,600.0,826030.0,6.85,925706.0,47310.0,47550.0,47478.0,47435.0,47127.3333333,1680.0,560.0,0.268043656848,0.028165089127,104065.0,7747850.0,18.1853068889,3,1.27756
361,520.0,570.0,120.0,140.0,50.5,74.0,47080.0,48890.0,208325.0,114275.0,319180.0,90580.0,5862.0,47470.0,500.0,600.0,823450.0,6.85,925706.0,47160.0,47340.0,47420.0,47505.0,47178.0,1810.0,545.0,0.274270970839,0.032358136454,90580.0,7979500.0,19.1515660626,3,1.27756
362,480.0,520.0,120.0,140.0,44.0,69.0,47600.0,49850.0,205325.0,109150.0,324863.0,90580.0,5862.0,47600.0,400.0,550.0,835262.0,6.85,925706.0,48730.0,48960.0,47682.0,47725.0,47326.6666667,2250.0,500.0,0.265798124924,0.032358136454,90580.0,8121575.0,19.7773651528,3,1.27756
363,-60.0,-10.0,120.0,140.0,42.0,63.0,48270.0,50460.0,202975.0,109250.0,325841.0,90580.0,5862.0,48270.0,-100.0,50.0,814226.0,6.85,925706.0,48230.0,48200.0,47814.0,47772.0,47463.3333333,2190.0,-35.0,0.269121813031,0.032358136454,90580.0,8146025.0,20.066572238,3,1.27756
364,-170.0,-100.0,120.0,140.0,56.0,75.0,48190.0,50330.0,197475.0,108100.0,330286.0,90580.0,6561.0,48190.0,-200.0,-80.0,816408.0,6.85,925706.0,48650.0,48600.0,48130.0,47841.0,47603.3333333,2140.0,-135.0,0.273705532346,0.0362166041069,90580.0,8257150.0,20.9068236486,3,1.27756
365,-60.0,20.0,120.0,140.0,56.0,74.0,48520.0,50570.0,191075.0,108100.0,332966.0,90580.0,7286.0,48520.0,-100.0,20.0,813616.0,6.85,925706.0,48560.0,48430.0,48306.0,47892.0,47725.3333333,2050.0,-20.0,0.282873217323,0.0402185913005,90580.0,8324150.0,21.782415282,3,1.27756
366,730.0,830.0,115.0,135.0,58.0,78.5,48380.0,49910.0,183050.0,107975.0,333698.0,97012.0,12012.0,48620.0,600.0,800.0,808572.0,6.85,925706.0,48830.0,48850.0,48608.0,48014.0,47872.6666667,1530.0,780.0,0.294933078394,0.0619098668206,97012.0,8342450.0,22.7873531822,3,1.27756
367,620.0,780.0,115.0,135.0,48.0,66.0,48520.0,49880.0,180825.0,116075.0,328687.0,97012.0,11315.0,48820.0,550.0,750.0,791504.0,6.85,925706.0,48500.0,48480.0,48512.0,48097.0,47987.3333333,1360.0,700.0,0.320959491221,0.0583175277285,97012.0,8217175.0,22.7213466058,3,1.27756
368,600.0,750.0,115.0,135.0,54.0,62.0,48170.0,49280.0,179100.0,116075.0,329601.0,97012.0,7628.0,48370.0,550.0,750.0,796620.0,6.85,925706.0,47810.0,48210.0,48514.0,48164.0,48019.3333333,1110.0,675.0,0.324050809604,0.0393147239517,97012.0,8240025.0,23.0039782245,3,1.27756
369,600.0,720.0,110.0,130.0,84.0,92.25,48050.0,49130.0,177350.0,112400.0,329487.0,97012.0,6501.0,48160.0,550.0,750.0,791246.0,6.85,925706.0,48230.0,48360.0,48466.0,48298.0,48049.3333333,1080.0,660.0,0.316887510572,0.0335061641859,97012.0,8237175.0,23.2229348745,3,1.27756
370,620.0,700.0,110.0,130.0,93.0,93.0,48270.0,49410.0,175850.0,92650.0,330113.0,92652.0,5350.0,48440.0,550.0,700.0,780914.0,6.85,925706.0,48750.0,48780.0,48536.0,48421.0,48106.6666667,1140.0,660.0,0.263434745522,0.028871476061,92652.0,8252825.0,23.4655245948,3,1.27756
371,500.0,600.0,110.0,130.0,83.5,88.0,48700.0,49910.0,176550.0,94325.0,323666.0,92652.0,5350.0,48950.0,450.0,630.0,781108.0,6.85,925706.0,48840.0,48880.0,48542.0,48575.0,48190.0,1210.0,550.0,0.267133956386,0.028871476061,92652.0,8091650.0,22.9160294534,3,1.27756
372,470.0,520.0,110.0,130.0,101.0,89.0,48610.0,49820.0,169825.0,94325.0,324507.0,92652.0,5325.0,48840.0,400.0,550.0,772088.0,6.85,925706.0,48940.0,48870.0,48620.0,48566.0,48271.3333333,1210.0,495.0,0.27771235095,0.0287365626214,92652.0,8112675.0,23.8853967319,3,1.27756
373,350.0,400.0,110.0,130.0,89.0,79.0,48500.0,49650.0,172500.0,97850.0,325000.0,92652.0,5325.0,48720.0,250.0,450.0,770130.0,6.85,925706.0,48400.0,48470.0,48672.0,48593.0,48333.3333333,1150.0,375.0,0.283623188406,0.0287365626214,92652.0,8125000.0,23.5507246377,3,1.27756
